Timestamp,Solar_Generation_MW,Wind_Generation_MW,Energy_Demand_MW,Curtailment_Losses_MW,Battery_SOC_%,Battery_Charge_Rate_MW,EV_Charging_Sessions,Temperature_C,Solar_Irradiance_Wm2,Wind_Speed_ms,Cloud_Cover_%
1/2/2024 16:00,66.91400875,25.96909273,64.92222212,0.476641297,38.79324484,2.699786902,82,17.63113259,656.5901341,16.45493203,91.18620818
1/2/2024 17:00,60.66446951,26.59689779,76.90218676,1.130661044,67.45701476,4.867433571,19,21.80567066,541.1274322,3.069310418,66.60180411
1/2/2024 18:00,58.98568141,24.28091426,86.09564411,0.089879678,46.49332075,9.549974257,95,6.240268642,584.1974394,3.75701097,38.04171179
1/2/2024 19:00,49.52247141,32.90952287,75.95805832,0.675627337,36.71049482,3.496326599,42,-0.406191528,846.2435656,8.146209041,81.98379187
1/2/2024 20:00,39.55909429,29.13918687,85.70887007,6.109112092,39.83229364,4.783440232,11,-0.987653117,125.7909792,15.56794566,47.71055404
1/2/2024 21:00,49.27444825,16.55690137,63.14147364,1.862778629,55.10300333,5.385723272,3,11.62419776,449.3989918,3.059113566,99.34023956
1/2/2024 22:00,56.72129436,48.95133905,59.75499588,4.199412288,64.94664881,6.54226094,77,6.088028754,244.9214078,12.47507708,5.954153195
1/2/2024 23:00,16.47798253,29.28189889,44.1603614,0.844538023,79.44947491,7.588159434,18,26.97009586,546.1876559,8.239358958,98.40676011
1/3/2024 00:00,31.31627804,33.27023242,74.99719105,3.112827766,54.28660514,3.143129519,62,21.23050259,449.395438,9.970605825,85.90622232
1/3/2024 01:00,53.40615736,28.89678019,50.14581646,1.41667792,20.82886622,5.856703151,29,34.32358003,260.8970216,9.582332026,89.75794334
1/3/2024 02:00,75.23928858,24.91757649,62.42773119,0.933818863,52.15631695,1.194188625,18,28.85546397,152.5903424,14.03099675,48.59753637
1/3/2024 03:00,58.66619417,28.6225041,60.05247228,4.402698754,58.74861955,9.850231406,55,34.81674171,528.6311423,18.16576404,85.47036274
1/3/2024 04:00,63.80289003,34.02311941,77.88057258,5.277848099,62.29580314,0.710680037,61,16.28464477,133.794538,5.948612594,24.37973748
1/3/2024 05:00,41.12946921,28.06713844,52.59398859,1.058632787,37.58127505,4.704416301,65,27.11689028,96.62174337,12.09084523,92.87220337
1/3/2024 06:00,56.59270851,23.37753213,64.85861923,2.852589766,44.52909984,9.103571201,57,25.24220131,254.3567135,12.38634688,53.83224766
1/3/2024 07:00,46.92901001,37.90573201,53.2012471,3.562181388,75.87162717,5.333565382,8,1.036880773,622.5375634,5.325257335,89.73121172
1/3/2024 08:00,38.22335836,41.17091097,57.49004927,4.292950134,56.39038479,9.586727664,7,15.98225476,541.4070273,14.80579225,57.44838443
1/3/2024 09:00,65.53722654,29.959949,58.97901861,1.506790552,39.14416755,5.968048754,2,-1.591653078,961.8417006,17.13686162,30.65830148
1/3/2024 10:00,58.66312556,19.19824065,82.27949168,1.094524434,59.11743098,2.458808605,32,34.62704363,851.7688663,1.867438287,91.70053687
1/3/2024 11:00,63.89126394,19.77597186,78.60836035,0.501654891,53.31918375,7.133647087,54,36.04965187,869.9779931,19.38738029,77.88952238
1/3/2024 12:00,37.51338607,30.48000383,71.9015525,5.707925695,36.69908001,1.270026841,71,39.03766978,240.7479639,18.10087522,35.59342828
1/3/2024 13:00,54.08836493,17.60123075,60.53139932,5.364513226,79.82382711,3.025691644,34,39.34405092,887.93351,9.002059214,95.73190117
1/3/2024 14:00,59.65361095,34.28534693,65.6690789,6.272727763,25.66788043,5.592199956,4,5.645971917,999.6515599,1.5030373,70.18529146
1/3/2024 15:00,89.22433589,16.83589111,53.53513894,8.507186937,64.66727082,1.040675037,36,11.3012606,715.64855,19.78782209,12.78758333
1/3/2024 16:00,74.49883256,56.36732619,74.29396738,12.90778511,60.17291919,2.260264065,39,32.28272582,636.9271535,6.306338449,11.3046463
1/3/2024 17:00,52.04017218,31.81604881,53.88969091,0.514482979,47.77366068,3.414290861,61,8.232168045,302.3624026,3.023966188,89.38388922
1/3/2024 18:00,73.77006308,30.48648581,83.60897375,4.668461788,77.77711541,8.165670497,29,0.655222811,743.9699651,2.962509992,5.753631262
1/3/2024 19:00,55.16033902,45.31199284,103.7573107,2.899281687,58.98502685,2.786770377,51,2.914611606,302.8464357,16.49229926,63.23986337
1/3/2024 20:00,70.29783228,22.20922538,72.37548325,5.468448933,66.83367325,3.940237286,10,12.42374473,237.3348862,13.8690732,26.45943435
1/3/2024 21:00,27.23290922,26.04811818,47.37137179,2.318087861,30.68836425,7.16438872,88,34.27608908,833.5603855,15.56564044,79.05545035
1/3/2024 22:00,63.69970332,32.6708123,54.07149355,9.502039229,32.96534717,4.514876125,83,28.66517213,355.7709477,18.66644263,98.90902903
1/3/2024 23:00,82.32815104,22.47594078,70.12456515,7.736657499,69.83273698,8.904951827,2,19.82475975,802.659317,14.56824556,98.0491154
1/4/2024 00:00,49.75324293,30.69517476,81.80888789,3.321516788,20.53667863,1.000005344,90,-3.749968764,538.4227882,10.04883484,71.43487481
1/4/2024 01:00,37.91048428,22.41645411,68.76019197,5.329360617,43.43539022,3.829276362,44,20.57859475,751.8745418,4.98794193,90.55415311
1/4/2024 02:00,65.08416035,19.8742252,75.50571621,6.148927027,27.80594952,2.272543797,22,30.48771538,920.3977213,11.11520092,82.51869507
1/4/2024 03:00,51.5047429,20.29778394,66.92305965,3.170035876,36.21954853,0.871947083,57,1.891332646,261.0545563,14.47441105,53.67966901
1/4/2024 04:00,56.47705741,31.8968127,63.89903751,7.464640096,53.47288717,3.368727655,75,25.05164528,903.6712146,15.72167871,30.97053495
1/4/2024 05:00,53.95102624,30.08609519,65.27646694,5.086537368,57.37289682,0.096879617,31,32.49778684,727.7288373,18.06705503,88.37863845
1/4/2024 06:00,50.93348816,13.87281288,82.29492741,3.385491725,55.42448629,8.736371533,6,24.61790381,184.5360706,5.747579757,81.08039837
1/4/2024 07:00,38.44031297,35.11157776,69.32685817,4.116898504,63.37478962,5.582600004,88,27.510468,241.8294943,13.1484364,48.77255062
1/4/2024 08:00,50.83859713,29.40810895,69.58764507,2.437817073,74.05619342,7.995503072,74,7.841643695,777.8028546,5.219416901,11.96708502
1/4/2024 09:00,51.81281856,32.95366561,91.30696086,3.005362931,52.5985814,6.855158583,33,35.41208261,827.0772407,4.819230691,33.32925545
1/4/2024 10:00,71.6178616,27.55115512,43.81761666,1.964733218,61.86673896,4.987916556,13,-2.743559015,273.2839844,15.09689267,22.37482175
1/4/2024 11:00,74.20913955,22.15333346,101.2856078,2.427802499,78.71772101,7.133754373,47,12.72858937,713.6816344,18.3078577,78.12726837
1/4/2024 12:00,30.34570145,38.29903015,28.87113402,1.944336411,30.9446615,2.559213993,14,33.33113451,610.0721513,17.64307168,88.22066835
1/4/2024 13:00,35.88831367,21.67954572,102.1177684,4.5785923,55.47219565,5.249252106,29,17.14069573,931.6532614,0.573785998,91.2187125
1/4/2024 14:00,27.05950934,48.12954667,55.04005299,5.578912245,62.30638809,5.278136723,73,28.47848171,400.5760342,3.25552481,7.665644472
1/4/2024 15:00,64.33728046,29.66214634,88.38663837,2.885289025,50.07154168,9.117580776,59,22.01213154,22.01496344,5.858901723,2.819173862
1/4/2024 16:00,51.30304619,8.15120204,44.8086661,3.63640048,20.7199504,9.445448724,34,12.63742326,185.2470752,18.92461638,65.62269585
1/4/2024 17:00,49.60527648,26.19188145,92.72228446,3.896597536,23.71539665,6.659358078,0,27.89610853,881.6233027,11.87967344,45.40136342
1/4/2024 18:00,63.12908549,24.86408015,61.70929515,2.793615963,48.79094191,3.548200991,0,15.61642122,742.4330836,14.17683204,35.70807713
1/4/2024 19:00,54.94223279,28.1130823,61.23390191,2.544790162,35.60602479,4.995776362,26,14.02724324,306.1376292,12.43149282,30.78020516
1/4/2024 20:00,48.25380164,31.71599631,77.88121515,6.178828757,24.91930274,3.067286449,74,21.51891415,812.1721648,12.18250687,69.16487863
1/4/2024 21:00,33.41092021,20.24528605,55.49345397,2.480024394,56.03837001,2.694270934,83,-0.872020915,303.051687,18.8560729,85.00793793
1/4/2024 22:00,19.71415374,18.75319754,79.09103887,0.001762415,41.23896252,4.689645217,99,22.56938908,800.3065047,0.048582201,53.3938794
1/4/2024 23:00,37.4100439,19.11767978,48.28482086,5.554186185,29.56198202,3.764503361,19,17.73038307,891.3628995,6.955312628,32.00329272
1/5/2024 00:00,68.56429916,47.69589998,66.85600201,10.34156361,43.3221332,9.525299863,80,32.21120378,216.8442919,19.08878396,37.85798449
1/5/2024 01:00,6.793944651,53.42561799,77.21367647,0.241532928,30.35993061,7.622451061,90,22.49092741,685.5769589,13.07210161,77.59239834
1/5/2024 02:00,47.6646435,29.64961774,69.20837423,5.959105057,38.07095322,9.480447519,55,13.31315242,114.2405312,4.253374566,41.1468675
1/5/2024 03:00,50.20882965,33.09834184,64.57801253,4.636617426,43.13313934,5.482326178,92,31.09981067,609.5428386,17.47942021,56.20573548
1/5/2024 04:00,40.70443592,29.15937497,61.57605688,3.609878118,30.30992207,0.254103902,98,38.94310293,533.4605346,8.556454255,85.43665132
1/5/2024 05:00,34.63794904,36.31074057,70.39223797,2.827782346,48.98093112,2.981236861,34,4.907626003,80.30564299,0.743179815,77.84550289
1/5/2024 06:00,48.6154078,32.18332515,89.2818723,5.185503857,40.23214068,0.680844285,85,17.7382426,84.10878116,18.06239102,28.02843621
1/5/2024 07:00,59.87779646,21.75366736,57.46621639,1.968321218,33.70482079,0.804277602,39,14.27640118,657.6951883,17.92259546,29.17200741
1/5/2024 08:00,69.98444795,18.39416821,35.25078902,1.869336159,24.8003408,5.249112365,77,11.68147023,69.72254601,10.81089568,79.7515214
1/5/2024 09:00,45.57446503,18.23363913,72.66327763,5.272005967,37.38060001,0.234161277,34,-1.537855942,396.3069141,4.015150574,41.82218543
1/5/2024 10:00,32.4965425,11.30389965,98.53315085,0.443728822,22.74087719,3.573484692,7,12.3381548,448.6977167,9.093774446,31.42509463
1/5/2024 11:00,68.77161788,25.64234083,63.06930845,6.670190109,31.47131182,8.402890757,21,29.99728699,524.5902059,8.464061293,86.93482825
1/5/2024 12:00,60.84111532,23.36098896,32.92833951,0.783423062,48.1779197,9.21136936,87,22.83799415,388.7871672,12.62152727,36.75397496
1/5/2024 13:00,54.52454656,12.33499976,57.76686648,5.962112148,26.36589774,8.505007188,4,32.2637717,563.2609891,3.084475046,27.07688217
1/5/2024 14:00,53.60516706,18.44419207,71.74992187,2.16398535,57.08344832,4.177212179,9,12.26458567,423.671191,9.989378846,30.41982938
1/5/2024 15:00,41.31848871,55.78855118,66.67674847,8.896193477,25.15307914,9.982142286,82,11.32331709,856.5687117,16.11350624,10.40305713
1/5/2024 16:00,38.47489067,36.35150494,64.30021344,1.18179854,69.68626307,8.684816872,75,21.04588171,748.6712904,12.71137665,12.70906329
1/5/2024 17:00,45.80139723,17.20795982,55.09466961,3.438514269,38.35830235,2.723314868,64,31.4555423,981.5066258,2.194522214,48.02121009
1/5/2024 18:00,57.49752218,29.5471284,55.5378963,8.029882029,37.33157913,2.301757111,51,35.29205091,631.2890098,11.76126015,90.66632318
1/5/2024 19:00,11.561374,35.78680549,51.07549456,3.084361196,22.73734181,2.795885808,17,31.57023574,150.1836963,2.194419269,53.17581896
1/5/2024 20:00,51.65771589,34.28823015,88.92192649,3.677970703,25.55242985,8.141369457,72,24.04470078,639.9826728,11.9678925,98.81865469
1/5/2024 21:00,37.63910425,38.03659666,68.68029787,4.205309065,56.7668758,0.48261622,26,27.36135742,827.0633088,16.33175079,70.2799791
1/5/2024 22:00,44.34614559,45.61167989,66.04504125,1.180497777,50.06662169,7.804141517,37,15.07281206,419.3998203,7.07579508,44.01962175
1/5/2024 23:00,67.31562571,34.53212145,70.17336728,8.001795158,50.09318428,7.960092478,64,21.04670292,612.1270561,8.906217997,47.39446419
1/6/2024 00:00,29.68816401,39.50825896,83.22958333,5.561988988,54.59877782,9.979203996,90,28.0674329,470.7927159,10.35652575,93.31142235
1/6/2024 01:00,63.14621338,48.66269188,54.57472754,3.670347244,47.28830086,3.53011538,21,15.58719581,840.6222335,10.041907,60.90455143
1/6/2024 02:00,53.67324834,35.55644627,74.99076804,8.759469369,43.27551915,2.989947916,43,16.50666557,314.1598818,3.320184143,61.8691124
1/6/2024 03:00,45.73558824,21.08827057,76.56657739,2.777620398,67.32883006,4.0694172,8,27.07710854,612.9270446,8.729364017,83.9546204
1/6/2024 04:00,42.29424349,41.37949293,80.6665655,1.087527086,57.11810144,7.696597098,22,17.77933772,941.2309843,4.099496888,3.76183188
1/6/2024 05:00,41.25175999,23.33271318,81.26478908,1.272503663,49.92719093,4.619756591,2,16.85361874,60.85809725,14.62785484,34.48487872
1/6/2024 06:00,56.90050188,21.45822782,83.71075407,2.03462643,45.351302,8.181174448,29,1.246542229,197.0968022,6.16095916,58.22900758
1/6/2024 07:00,51.73148727,27.31172721,72.95036866,5.970054498,67.30935292,2.793125072,40,12.41373703,652.5972278,5.710769786,83.39661919
1/6/2024 08:00,56.77272434,46.51682505,36.96420188,0.429675558,41.68714371,4.363751542,14,-3.581904532,792.8496529,0.127169528,33.7610857
1/6/2024 09:00,19.40119065,15.07896071,81.54528102,2.089421773,46.05015133,4.022505046,63,18.722962,707.2652388,19.94659326,71.45535183
1/6/2024 10:00,75.03182091,30.35625711,91.62362578,9.7425223,44.44320737,2.453090201,45,21.62050216,609.9678758,6.657172018,94.35029333
1/6/2024 11:00,34.71088152,40.60881604,63.93696566,1.445203992,37.87049995,5.78086585,37,4.599098921,804.0356818,4.023259414,30.56008547
1/6/2024 12:00,48.90952789,25.62283265,64.74672052,0.662702713,56.07681496,3.251714875,58,38.95477554,354.7494958,0.398394975,72.99786327
1/6/2024 13:00,49.58062415,26.2903297,57.03652422,0.548758844,33.25829337,9.309672934,47,4.033440407,468.1785097,12.90877175,63.60039013
1/6/2024 14:00,74.07503416,36.25076927,70.94309564,5.626211536,63.20957167,4.355948879,44,21.03486929,676.4873433,14.71138617,84.29082612
1/6/2024 15:00,63.96910452,21.48840917,111.1199906,3.439657388,60.38705033,3.205925652,91,12.43834387,312.1176165,19.54314181,54.84220989
1/6/2024 16:00,33.13391466,22.87699624,72.65513993,1.664431534,56.67637389,9.694220996,16,34.45750825,363.3880784,11.28873983,93.2677507
1/6/2024 17:00,65.98440634,7.751462508,53.13320359,1.931885199,35.90357522,8.894629369,25,35.13321294,660.5482941,8.341155703,36.35655156
1/6/2024 18:00,50.4025251,31.83929005,63.76929035,3.598154713,69.71854581,4.536012116,62,22.82359801,542.4444828,11.11000736,65.30765018
1/6/2024 19:00,44.60480032,43.58083648,54.47192142,2.0833181,23.65149409,4.667822556,84,19.58186797,180.1492205,13.89136914,33.20564474
1/6/2024 20:00,80.78894788,32.7453907,50.15514306,7.72795944,49.78933982,0.041621623,44,19.24695259,840.6353342,5.540426298,74.85969477
1/6/2024 21:00,35.90220304,12.52046482,29.0365141,0.898278794,58.41515568,9.597488661,31,26.42439596,521.3212535,15.59194901,66.91270063
1/6/2024 22:00,42.52375403,17.78384115,43.96390762,4.352983679,44.95755661,6.050651171,31,15.86009537,592.3485105,17.15190646,43.60669605
1/6/2024 23:00,32.36377596,38.49260569,70.05202611,5.771880084,40.83584117,0.888581379,14,18.76251981,228.16141,14.25116973,6.945440404
1/7/2024 00:00,64.22376091,32.86361277,51.32865055,8.953237436,30.18289471,8.363322917,22,8.988679424,275.2672777,0.128542803,16.36214194
1/7/2024 01:00,54.95963892,24.89043958,11.02738178,6.204067278,57.96152328,9.18600955,84,19.38964567,86.32402628,1.130043203,81.83145486
1/7/2024 02:00,51.44364704,32.23020181,80.63053475,1.604266527,42.36408994,4.110908141,2,3.662606683,714.3920912,1.888840968,75.3133209
1/7/2024 03:00,55.11716855,30.45081646,20.00191546,8.239617994,57.60243985,8.045861045,98,12.83130928,237.3372368,1.003671876,96.28018623
1/7/2024 04:00,54.56972672,12.36169623,49.56712924,1.046299878,76.59708878,5.674038407,27,21.78644915,249.5769761,6.529581375,30.17108607
1/7/2024 05:00,24.54292488,23.83364899,81.93595317,3.467218078,73.94412425,5.456201,59,23.33488499,7.617413587,19.16141979,8.667794846
1/7/2024 06:00,26.70629708,14.46434666,95.21381451,0.414122746,28.46566363,3.748554583,64,20.93621011,947.6433508,16.42448283,2.506318208
1/7/2024 07:00,36.01979134,29.54795607,46.93604812,3.953997997,69.43834708,6.836115395,19,12.14831306,609.8186937,8.070404408,77.51242105
1/7/2024 08:00,50.66331461,28.6585005,72.95652418,1.720950306,22.80740262,2.188828659,37,23.07453347,209.6157144,13.51384987,54.3235573
1/7/2024 09:00,21.5087497,37.77396341,65.28419267,1.672856184,49.50275289,2.125971186,45,36.95420739,591.7149601,1.281321335,3.745475934
1/7/2024 10:00,36.31097026,53.43137595,35.84943302,6.596961977,72.96979965,9.64751473,24,25.70249713,231.8562651,11.76772625,82.22422048
1/7/2024 11:00,41.37827355,47.84785588,85.88826466,4.507825444,66.74827779,5.305834675,12,-3.564035734,560.2590153,10.14675043,49.18351165
1/7/2024 12:00,38.39925079,51.68118337,70.73609876,3.288334149,26.77480451,5.840052016,15,-3.173516048,79.41841563,2.901470329,27.40006426
1/7/2024 13:00,31.83133425,23.84368034,93.17220002,0.733178046,42.43235224,7.26396951,45,-1.565173026,55.80843805,11.8498324,8.172783852
1/7/2024 14:00,51.11699793,35.68844791,80.51948868,0.558866548,78.90939207,8.639708231,65,8.879728855,418.5718773,13.10380286,84.42784392
1/7/2024 15:00,42.06281721,30.9115132,82.80374044,5.188461078,75.12739006,8.541086545,53,38.75912898,157.5914223,5.622051169,48.43472369
1/7/2024 16:00,41.07926706,41.57424758,82.61207305,0.453487094,75.49715816,7.715726517,32,4.111253066,372.8346816,5.883789576,56.35148911
1/7/2024 17:00,48.28763497,8.759075311,52.27571798,5.43230078,38.01143201,2.837362688,72,-1.443202001,822.3670457,15.47363453,56.8102343
1/7/2024 18:00,51.04297562,23.22707929,49.2748727,1.491745127,61.31795434,6.733876865,16,12.1560966,390.3208964,2.807332701,85.87331163
1/7/2024 19:00,24.67092882,38.22073707,83.97001419,4.605818142,48.95415729,1.940462299,61,38.64757678,204.5004236,18.49710611,66.84086062
1/7/2024 20:00,55.0019042,31.50564212,70.77704888,7.329763975,50.76984902,9.149350883,41,22.37997285,213.645786,4.564120181,63.48642905
1/7/2024 21:00,45.46010023,32.18634269,73.9619858,2.912193714,73.02527188,8.003876669,19,-2.153423687,875.3273054,6.950271539,79.73033498
1/7/2024 22:00,65.2792131,20.35298389,106.9500389,7.681441803,40.84793573,1.074538789,63,-3.599572183,347.6071777,10.46741981,11.71324236
1/7/2024 23:00,36.2571065,14.28060541,45.05667017,0.129674682,42.66241622,8.894515495,61,-1.254554169,948.8680231,4.693041226,63.90850743
1/8/2024 00:00,50.96887257,30.68619091,80.16096248,7.022193109,48.72214708,9.663819224,66,38.28237339,503.4308511,11.10391113,36.90430734
1/8/2024 01:00,62.63505066,23.34362456,70.21317292,6.549539709,42.88127095,7.258186378,60,18.25349369,357.508917,19.29159716,51.1716623
1/8/2024 02:00,37.94746383,8.377385863,64.96385739,2.091674944,42.8081265,3.522644891,84,36.66008363,307.6193689,7.849066749,50.76580402
1/8/2024 03:00,56.28997704,36.45435799,81.40411585,2.758962846,64.20008032,3.494407406,79,7.601974729,189.8258075,0.792610276,58.75115439
1/8/2024 04:00,17.23440334,46.49847882,70.29978969,3.866222409,53.9449931,2.883552265,97,5.628039186,334.6505964,1.620103795,24.28976099
1/8/2024 05:00,20.16646729,49.78790584,67.17972294,4.137148646,58.00146762,6.992664528,74,6.469739874,234.4386067,2.664578965,9.820576186
1/8/2024 06:00,75.08575883,40.62122029,63.69198562,8.66389798,74.185486,3.03260148,89,20.08612623,618.9444091,10.33756266,60.66808064
1/8/2024 07:00,37.06794463,35.30834337,56.37803599,1.124693197,78.87213576,7.3602351,64,32.19340677,319.0355301,17.7916844,8.670325876
1/8/2024 08:00,67.25432617,41.09537939,81.7689671,5.321606839,74.88001063,6.870425002,89,22.11800491,20.68516735,9.841373996,54.26555837
1/8/2024 09:00,44.85105232,51.61385319,67.78189276,7.006662026,34.08223955,2.306680336,65,6.474642541,329.5444149,6.872651286,88.15960022
1/8/2024 10:00,63.88284131,46.54802649,91.84497883,4.345706227,67.61133097,4.396561826,47,27.94682456,132.1965754,8.992538686,73.44423977
1/8/2024 11:00,31.21221442,36.65082183,86.56355912,2.634955245,48.38575773,4.746153477,41,35.88216578,92.99021807,1.477066928,17.49801888
1/8/2024 12:00,60.00240172,36.20565934,92.37026493,5.271589729,64.45952913,9.429228501,12,36.95872021,136.7482145,8.289470751,27.25445772
1/8/2024 13:00,59.32066621,34.73550847,107.3118134,6.334615689,30.97967803,4.457471051,98,-0.116863171,10.62286009,12.75872861,58.58769407
1/8/2024 14:00,41.08658587,30.78078844,76.40465892,4.726399766,71.55059825,4.207924966,58,36.22803247,580.9758853,4.323864066,37.00802624
1/8/2024 15:00,61.05995603,12.32554485,63.51843426,2.403360307,25.33423749,5.097646488,83,36.04732108,381.0924175,0.080684794,26.7559173
1/8/2024 16:00,43.58641319,29.52237309,28.30991577,6.39860987,59.17689153,5.408785495,18,35.74520951,207.7767131,16.59387862,84.07208621
1/8/2024 17:00,40.27634523,39.4693986,74.62680109,7.764437491,39.76874906,0.249682919,33,11.92067685,200.5960697,15.5569792,6.568271352
1/8/2024 18:00,43.52859263,14.15854929,80.52555665,1.149876892,74.15034832,6.194249031,49,29.13793482,374.1593342,18.94051685,87.96045427
1/8/2024 19:00,52.10824935,20.48056447,73.69757055,1.775919039,55.98844526,1.393750122,86,37.80663924,78.04386256,14.28463351,95.4098676
